Reference species file for connectivity based hierarchy construction level 0,1,2

Contains the reference SMILES, the reference energy (electronic plus zero-point) [Ha] and the reference enthalpy of formation ΔH0f(0 K) [Ha]
The reference energies are obtained from high level simulations using es2k
The ΔH0f(0 K) are either obtained from the ANL ATcT tables

The code is designed to recognise the keywords 'Heavy', 'CBH0','CBH1",'CBH2' as first word in the row.
A single blank space must be kept between every list of fragments.
The heavy atoms must be defined (in order to have the most general approach, without directly introduce atomic notation in the code)

Heavy species: C O N

CBH0 reference species:    wb97xd/jun-cc-pVTZ     b2plypd3/jun-cc-pVTZ     HL wb97xd/jun-cc-pVTZ      ΔH0f(0 K) [Ha]         Reference
1)   C                        -40.467366              -40.467232              -40.467366              -0.0253479318  \  ANL - ATcT - v. 1.124
2)   [CH3]                    -39.802698              -39.802515              -39.802698               0.0570832179  \  ANL - ATcT - v. 1.124
3)   O                        -76.414421              -76.414675              -76.414421              -0.1090336996  \  ANL - ATcT - v. 1.124
4)   [OH]                     -75.726387              -75.726465              -75.726387               0.0142003417  \  ANL - ATcT - v. 1.124
5)   N                        -56.527212              -56.527300              -56.527212              -0.0146878679  \  ANL - ATcT - v. 1.124
6)   [NH2]                    -55.857959              -55.858006              -55.857959               0.0719558125  \  ANL - ATcT - v. 1.124
7)   [HH]                      -1.165225               -1.165160               -1.165225               0.0000000000  \  ANL - ATcT - v. 1.124

CBH1 reference species:    wb97xd/jun-cc-pVTZ     b2plypd3/jun-cc-pVTZ     HL wb97xd/jun-cc-pVTZ      ΔH0f(0 K) [Ha]
8)   CC                       -79.745150              -79.745056              -79.745150              -0.0260483698  \  ANL - ATcT - v. 1.124
9)   [CH2]C                   -79.086548              -79.086366              -79.086548               0.0500399886  \  ANL - ATcT - v. 1.124
10)  C=C                      -78.530703              -78.530865              -78.530703               0.0231917712  \  ANL - ATcT - v. 1.124
11)  [CH]=C                   -77.856427              -77.856455              -77.856427               0.1147438496  \  ANL - ATcT - v. 1.124
12)  C#C                      -77.309239              -77.309835              -77.309239               0.0871757694  \  ANL - ATcT - v. 1.124
13)  [C]#C                    -76.590939              -76.591475              -76.590939               0.2147247980  \  ANL - ATcT - v. 1.124
14)  CO                      -115.672796             -115.672930             -115.672796              -0.0723823978  \  ANL - ATcT - v. 1.124
15)  [CH2]O                  -115.021581             -115.021673             -115.021581              -0.0039497236  \  ANL - ATcT - v. 1.124
16)  C[O]                    -115.006829             -115.006765             -115.006829               0.0110150439  \  ANL - ATcT - v. 1.124
17)  C=O                     -114.475337             -114.475504             -114.475337              -0.0401405416  \  ANL - ATcT - v. 1.124
18)  [CH]=O                  -113.836735             -113.836933             -113.836735               0.0157611871  \  ANL - ATcT - v. 1.124
19)  OO                      -151.529706             -151.530589             -151.529706              -0.0492900362  \  ANL - ATcT - v. 1.124
20)  [O]O                    -150.892156             -150.892627             -150.892156               0.0057665202  \  ANL - ATcT - v. 1.124
21)  CN                       -95.791870              -95.791960              -95.791870              -0.0024909539  \  ANL - ATcT - v. 1.124
22)  [CH2]N                   -95.145990              -95.145975              -95.145990               0.0606931967  \  ANL - ATcT - v. 1.124
23)  C[NH]                    -95.134747              -95.134790              -95.134747               0.0715635063  \  ANL - ATcT - v. 1.124
24)  C=N                      -94.587407              -94.587673              -94.587407               0.0367244306  \  ANL - ATcT - v. 1.124
25)  [CH]=N                   -93.936474              -93.936666              -93.936474               0.1050504586  \  ANL - ATcT - v. 1.124
26)  C=[N]                    -93.948798              -93.948880              -93.948798               0.0922071916  \  ANL - ATcT - v. 1.124
27)  C#N                      -93.409414              -93.409950              -93.409414               0.0493917311  \  ANL - ATcT - v. 1.124
28)  [C]#N                    -92.709447              -92.709899              -92.709447               0.1663416365  \  ANL - ATcT - v. 1.124
29)  NO                      -131.682996             -131.683514             -131.682996              -0.0125956951  \  ANL - ATcT - v. 1.124
30)  [NH]O                   -131.049073             -131.049468             -131.049073               0.0427651843  \  ANL - ATcT - v. 1.124
31)  N[O]                    -131.061041             -131.061184             -131.061041               0.0269243933  \  ANL - ATcT - v. 1.124
32)  N=O                     -130.462897             -130.463545             -130.462897               0.0418739256  \  ANL - ATcT - v. 1.124
33)  [N]=O                   -129.887480             -129.887868             -129.887480               0.0345221836  \  ANL - ATcT - v. 1.124
